firstName,lastName,name,team,team_id,overall_rating,skin_color,hair_color,jersey_num,position,height,weight,agility_rating,speed_rating,strength_rating,throwPower_rating,catching_rating,pursuit_rating,manCoverage_rating,jumping_rating,kickPower_rating,face,helmet_r,head_r,waist_r,armLeft_r,armRight_r,leg_r,tattoo_r,sleeveLeft_r,sleeveRight_r,hand_r,undershirt,undershirt_r,visor_r
Leo,Chenal,LB_54_Leo_Chenal,Chiefs,16,73,0.3,black,54,LB,74,261,82,77,62,29,64,72,52,73,75,1,0,-1,1,-1,-1,-1,4,0,0,0,0,0,0
Shilique,Calhoun,LB_92_Shilique_Calhoun,Chiefs,16,73,0.35,brown,92,LB,77,260,74,82,61,14,51,72,59,72,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Darius,Harris,LB_47_Darius_Harris,Chiefs,16,72,0.35,black,47,LB,74,240,79,81,60,14,51,73,53,70,75,1,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
L'Jarius,Sneed,CB_38_L'Jarius_Sneed,Chiefs,16,83,0.25,black,38,CB,73,189,88,96,60,29,73,76,78,91,75,1,-1,0,-1,-1,-1,-1,3,0,0,0,0,0,0
Trent,McDuffie,CB_21_Trent_McDuffie,Chiefs,16,83,0.35,brown,21,CB,71,195,95,89,70,21,77,66,77,88,75,0,-1,-1,2,-1,-1,-1,4,0,0,0,0,0,0
Rashad,Fenton,CB_27_Rashad_Fenton,Chiefs,16,81,0.2,black,27,CB,71,193,83,90,67,21,56,71,77,90,75,1,-1,-1,2,-1,-1,-1,3,0,0,0,0,0,0
Deandre,Baker,CB_30_Deandre_Baker,Chiefs,16,78,0.2,black,30,CB,71,186,82,86,59,20,70,73,77,84,75,1,-1,0,0,-1,-1,-1,2,0,0,0,0,0,0
Chris,Lammons,CB_36_Chris_Lammons,Chiefs,16,78,0.35,black,36,CB,70,182,89,88,58,22,65,77,73,77,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Nazeeh,Johnson,CB_13_Nazeeh_Johnson,Chiefs,16,76,0.35,brown,13,CB,70,199,93,89,58,25,52,72,64,86,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Lonnie,Johnson,CB_1_Lonnie_Johnson,Chiefs,16,72,0.35,black,1,CB,74,213,79,83,62,30,62,75,61,86,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Juan,Thornhill,S_22_Juan_Thornhill,Chiefs,16,81,0.5,black,22,S,72,203,89,91,61,36,84,87,87,84,75,3,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
Justin,Reid,S_20_Justin_Reid,Chiefs,16,80,0.35,brown,20,S,73,205,89,92,63,49,73,78,72,92,75,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Deon,Bush,S_26_Deon_Bush,Chiefs,16,75,0.25,black,26,S,72,198,79,83,70,26,74,77,69,79,75,1,-1,-1,0,-1,-1,-1,4,0,0,0,0,0,0
Bryan,Cook,S_6_Bryan_Cook,Chiefs,16,74,0.35,brown,6,S,73,210,94,79,64,31,64,66,67,77,75,0,-1,-1,2,-1,-1,-1,3,0,0,0,0,0,0
Nasir,Greer,S_40_Nasir_Greer,Chiefs,16,71,0.35,black,40,S,72,201,83,83,49,24,68,73,70,83,75,1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Harrison,Butker,K_7_Harrison_Butker,Chiefs,16,69,1,blonde,7,K,76,196,54,78,46,25,31,13,11,67,75,2,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Tommy,Townsend,P_5_Tommy_Townsend,Chiefs,16,70,1,blonde,5,P,73,194,70,77,42,57,24,20,13,62,75,5,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Derek,Carr,QB_4_Derek_Carr,Raiders,17,85,0.8,black,4,QB,75,210,84,82,70,87,33,34,12,74,75,0,-1,-1,0,-1,-1,-1,0,0,0,1,0,0,0
Nick,Mullens,QB_9_Nick_Mullens,Raiders,17,68,0.85,brown,9,QB,73,187,60,71,50,70,32,28,15,70,75,5,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Jarrett,Stidham,QB_3_Jarrett_Stidham,Raiders,17,74,1,black,3,QB,75,215,75,79,52,76,53,26,11,66,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Josh,Jacobs,RB_28_Josh_Jacobs,Raiders,17,89,0.25,black,28,RB,70,220,87,87,95,36,69,36,22,94,75,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Kenyan,Drake,RB_23_Kenyan_Drake,Raiders,17,79,0.15,black,23,RB,73,211,89,91,65,26,69,38,14,83,75,0,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Zamir,White,RB_22_Zamir_White,Raiders,17,78,0.25,black,22,RB,72,215,70,80,85,25,65,36,9,76,75,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0
Jakob,Johnson,RB_47_Jakob_Johnson,Raiders,17,74,0.6,brown,47,RB,75,255,72,70,82,30,60,68,41,71,75,5,-1,-1,1,-1,-1,-1,2,0,0,0,0,0,0
Ameer,Abdullah,RB_20_Ameer_Abdullah,Raiders,17,79,0.2,black,20,RB,69,203,88,87,68,35,72,17,10,90,75,5,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Brittain,Brown,RB_1_Brittain_Brown,Raiders,17,66,0.2,black,1,RB,73,205,60,65,75,20,50,15,15,65,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Davante,Adams,WR_17_Davante_Adams,Raiders,17,93,0.2,black,17,WR,73,215,94,92,76,45,99,44,18,99,75,5,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Hunter,Renfrow,WR_13_Hunter_Renfrow,Raiders,17,85,1,brown,13,WR,70,185,87,86,61,44,95,50,35,85,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Demarcus,Robinson,WR_11_Demarcus_Robinson,Raiders,17,77,0.35,black,11,WR,73,203,91,89,52,24,70,34,16,77,75,5,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Keelan,Cole Sr,WR_88_Keelan_Cole Sr,Raiders,17,77,0.15,black,88,WR,73,195,90,90,45,37,71,33,17,76,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Mack,Hollins,WR_86_Mack_Hollins,Raiders,17,75,0.4,black,86,WR,76,221,85,88,43,27,70,68,11,74,75,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tyron,Johnson,WR_18_Tyron_Johnson,Raiders,17,76,0.3,black,18,WR,73,193,83,91,42,22,73,32,15,72,75,1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Dillon,Stoner,WR_16_Dillon_Stoner,Raiders,17,68,0.85,brown,16,WR,72,194,70,75,41,20,70,30,14,70,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
DJ,Turner,WR_19_DJ_Turner,Raiders,17,65,0.3,black,19,WR,69,206,75,70,40,15,65,25,12,65,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jordan,Veasy,WR_14_Jordan_Veasy,Raiders,17,59,0.2,black,14,WR,75,221,60,65,45,20,58,30,10,58,75,2,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Darren,Waller,TE_83_Darren_Waller,Raiders,17,91,0.3,black,83,TE,78,255,89,90,88,35,95,37,10,97,75,1,0,-1,1,-1,-1,-1,5,0,0,0,0,0,0
Foster,Moreau,TE_87_Foster_Moreau,Raiders,17,74,1,brown,87,TE,76,250,82,82,70,25,74,42,12,74,75,5,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jacob,Hollister,TE_86_Jacob_Hollister,Raiders,17,65,0.9,brown,86,TE,76,245,79,84,57,13,63,38,19,67,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Nick,Bowers,TE_82_Nick_Bowers,Raiders,17,63,0.95,blonde,82,TE,76,265,76,77,54,28,62,42,12,68,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Kolton,Miller,LT_74_Kolton_Miller,Raiders,17,81,1,brown,74,LT,80,325,72,75,87,12,22,27,12,77,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Brandon,Parker,LT_75_Brandon_Parker,Raiders,17,74,0.15,black,75,LT,80,320,57,60,84,22,22,30,13,71,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Denzelle,Good,LG_71_Denzelle_Good,Raiders,17,77,0.2,black,71,LG,77,340,50,59,88,25,34,25,12,76,75,5,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
John,Simpson,LG_76_John_Simpson,Raiders,17,60,0.2,black,76,LG,76,321,52,64,62,14,32,27,12,63,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Alex,Bars,LG_64_Alex_Bars,Raiders,17,63,1,brown,64,LG,77,314,62,63,64,11,24,27,12,60,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Andre,James,C_68_Andre_James,Raiders,17,74,1,brown,68,C,76,300,58,62,80,25,29,29,13,62,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Hronnis,Grasu,C_65_Hronnis_Grasu,Raiders,17,69,0.5,brown,65,C,75,301,53,59,75,20,25,25,10,65,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Jermaine,Eluemunor,RG_72_Jermaine_Eluemunor,Raiders,17,72,0.4,black,72,RG,76,335,60,60,80,24,27,26,12,48,75,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Dylan,Parham,RG_66_Dylan_Parham,Raiders,17,70,0.1,black,66,RG,75,311,59,60,75,20,25,20,9,68,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Thayer,Munford,RG_77_Thayer_Munford,Raiders,17,70,0.3,black,77,RG,78,321,59,60,75,20,25,20,9,68,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Alex,Leatherwood,RT_70_Alex_Leatherwood,Raiders,17,75,0.05,black,70,RT,77,312,68,70,80,12,22,33,11,70,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Jackson,Barton,RT_78_Jackson_Barton,Raiders,17,65,1,brown,78,RT,79,302,61,66,68,16,37,35,12,50,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Tyrone,Wheatley Jr,RT_72_Tyrone_Wheatley Jr,Raiders,17,62,0.35,brown,72,RT,81,294,54,59,67,24,21,21,11,52,75,0,-1,-1,0,-1,-1,-1,4,0,0,0,0,0,0
Maxx,Crosby,DE_98_Maxx_Crosby,Raiders,17,89,1,brown,98,DE,77,265,82,85,90,22,41,93,24,93,75,1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Chandler,Jones,DE_55_Chandler_Jones,Raiders,17,92,0.25,black,55,DE,77,265,80,79,96,20,49,98,45,97,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Clelin,Ferrell,DE_99_Clelin_Ferrell,Raiders,17,81,0.25,black,99,DE,76,265,77,82,83,26,46,82,19,82,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Malcolm,Koonce,DE_51_Malcolm_Koonce,Raiders,17,78,0.35,black,51,DE,74,249,82,79,75,26,47,78,38,82,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Gerri,Green,DE_52_Gerri_Green,Raiders,17,53,0.35,brown,52,DE,76,250,54,55,76,24,21,21,11,65,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Johnathan,Hankins,DT_90_Johnathan_Hankins,Raiders,17,79,0.2,black,90,DT,75,340,62,59,90,10,30,82,20,66,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Bilal,Nichols,DT_98_Bilal_Nichols,Raiders,17,81,0.35,black,98,DT,75,299,67,74,87,23,44,85,20,75,75,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Vernon,Butler Jr,DT_94_Vernon_Butler Jr,Raiders,17,77,0.35,black,94,DT,76,330,63,65,83,22,32,79,21,81,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jayon,Brown,LB_54_Jayon_Brown,Raiders,17,78,0.35,black,54,LB,72,226,81,86,74,25,67,64,70,79,75,1,-1,-1,0,-1,-1,-1,6,0,0,0,0,0,0
Divine,Deablo,LB_68_Divine_Deablo,Raiders,17,79,0.2,black,68,LB,75,226,83,91,69,23,71,77,59,82,75,4,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Denzel,Perryman,LB_52_Denzel_Perryman,Raiders,17,83,0.35,black,52,LB,71,240,79,80,84,25,54,88,60,81,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Kyler,Fackrell,LB_53_Kyler_Fackrell,Raiders,17,78,0.9,brown,53,LB,77,245,80,80,75,62,67,78,53,83,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Micah,Kiser,LB_43_Micah_Kiser,Raiders,17,73,0.35,black,43,LB,72,244,81,84,63,25,50,70,50,75,75,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Kenny,Young,LB_49_Kenny_Young,Raiders,17,73,0.35,black,49,LB,73,234,75,84,62,27,57,73,53,76,75,3,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Trayon,Mullen,CB_27_Trayon_Mullen,Raiders,17,82,0.35,black,27,CB,74,200,85,90,59,28,71,78,84,83,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Rock,Ya-Sin,CB_26_Rock_Ya-Sin,Raiders,17,83,0.35,black,26,CB,72,192,86,90,68,27,69,76,78,93,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Nate,Hobbs,CB_39_Nate_Hobbs,Raiders,17,79,0.1,black,39,CB,72,195,88,90,63,27,63,76,69,93,75,0,0,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Anthony,Averett,CB_23_Anthony_Averett,Raiders,17,79,0.35,black,23,CB,71,184,85,93,56,45,65,74,75,78,75,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Darius,Phillips,CB_26_Darius_Phillips,Raiders,17,79,0.35,black,26,CB,70,190,88,92,47,25,74,70,78,79,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Amik,Robertson,CB_21_Amik_Robertson,Raiders,17,77,0.1,black,21,CB,68,187,91,89,56,39,72,75,69,86,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Sam,Webb,CB_48_Sam_Webb,Raiders,17,69,0.1,black,48,CB,72,202,79,75,50,22,69,64,65,80,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Cre'Von,LeBlanc,CB_3_Cre'Von_LeBlanc,Raiders,17,69,0.2,black,3,CB,72,202,79,75,50,22,69,64,65,80,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Bryce,Cosby,CB_44_Bryce_Cosby,Raiders,17,69,0.35,black,44,CB,72,202,79,75,50,22,69,64,65,80,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Johnathan,Abram,S_24_Johnathan_Abram,Raiders,17,78,0.35,black,24,S,72,205,84,92,70,53,64,80,68,81,75,0,-1,-1,0,-1,-1,-1,6,0,0,0,0,0,0
Trevon,Moehrig,S_25_Trevon_Moehrig,Raiders,17,77,0.65,brown,25,S,73,202,82,90,61,22,72,78,73,80,75,1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Duron,Harmon,S_21_Duron_Harmon,Raiders,17,76,0.1,black,21,S,73,205,82,86,65,22,74,64,71,85,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tyree,Gillespie,S_37_Tyree_Gillespie,Raiders,17,74,0.05,black,37,S,72,207,81,91,61,24,54,78,59,85,75,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Rodric,Teamer,S_33_Rodric_Teamer,Raiders,17,64,0.35,brown,33,S,72,205,70,75,55,20,50,60,55,70,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Daniel,Carlson,K_2_Daniel_Carlson,Raiders,17,68,1,brown,2,K,78,215,61,74,52,26,31,23,12,42,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
A.J.,Cole,P_6_A.J._Cole,Raiders,17,68,0.9,blonde,6,P,76,220,64,65,47,29,36,26,16,61,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Matthew,Stafford,QB_9_Matthew_Stafford,Rams,18,87,1,black,9,QB,75,220,75,77,58,92,28,27,6,65,75,4,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0
Bryce,Perkins,QB_16_Bryce_Perkins,Rams,18,66,0.1,black,16,QB,75,214,82,80,41,67,29,17,9,42,75,5,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
John,Wolford,QB_13_John_Wolford,Rams,18,64,1,blonde,13,QB,73,200,76,78,43,65,24,22,12,41,75,3,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Cam,Akers,RB_3_Cam_Akers,Rams,18,82,0.3,black,3,RB,70,217,93,88,73,56,67,34,10,89,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Darrell,Henderson,RB_27_Darrell_Henderson,Rams,18,80,0.25,black,27,RB,68,208,91,87,71,58,69,37,13,78,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Kyren,Williams,RB_23_Kyren_Williams,Rams,18,78,0.35,black,23,RB,69,194,84,88,67,29,62,43,17,87,75,1,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
Jake,Funk,RB_34_Jake_Funk,Rams,18,78,1,brown,34,RB,70,205,84,85,70,38,66,42,14,84,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Xavier,Jones,RB_25_Xavier_Jones,Rams,18,78,0.35,brown,25,RB,71,208,82,93,64,22,67,36,16,85,75,0,-1,-1,1,-1,-1,-1,4,0,0,0,0,0,0
Cooper,Kupp,WR_10_Cooper_Kupp,Rams,18,91,1,brown,10,WR,73,186,92,90,78,35,97,37,17,98,75,0,-1,-1,1,-1,-1,-1,2,0,0,0,0,0,0
Allen,Robinson,WR_1_Allen_Robinson,Rams,18,85,0.35,blonde,1,WR,72,207,92,87,64,44,92,29,13,80,75,2,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Van,Jefferson,WR_12_Van_Jefferson,Rams,18,83,0.4,brown,12,WR,68,193,93,92,47,40,82,32,16,87,75,0,-1,-1,2,-1,-1,-1,6,0,0,0,0,0,0
Ben,Skowronek,WR_18_Ben_Skowronek,Rams,18,74,1,black,18,WR,75,185,81,90,57,37,65,39,18,63,75,1,-1,-1,0,-1,-1,-1,4,0,0,0,0,0,0
Tutu,Atwell,WR_15_Tutu_Atwell,Rams,18,75,0.35,brown,15,WR,69,165,91,92,56,35,62,30,13,62,75,0,-1,0,2,-1,-1,-1,5,0,0,0,0,0,0
Brandon,Powell,WR_19_Brandon_Powell,Rams,18,72,0.35,brown,19,WR,74,232,81,87,52,32,65,44,21,60,75,0,-1,-1,2,-1,-1,-1,6,0,0,0,0,0,0
Landen,Akers,WR_84_Landen_Akers,Rams,18,70,0.35,brown,84,WR,72,191,91,90,36,66,58,26,14,56,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Warren,Jackson,WR_83_Warren_Jackson,Rams,18,71,0.35,black,83,WR,78,219,89,88,53,51,57,50,11,55,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
JJ,Koski,WR_17_JJ_Koski,Rams,18,68,1,brown,17,WR,73,195,88,88,44,24,54,29,15,54,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Tyler,Higbee,TE_89_Tyler_Higbee,Rams,18,85,1,black,89,TE,78,255,85,83,79,26,97,33,14,81,75,4,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Kendall,Blanton,TE_86_Kendall_Blanton,Rams,18,77,0.35,brown,86,TE,78,262,84,80,70,24,77,60,22,90,75,0,0,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Brycen,Hopkins,TE_88_Brycen_Hopkins,Rams,18,74,0.35,black,88,TE,76,245,86,80,68,29,74,48,18,82,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Jacob,Harris,TE_87_Jacob_Harris,Rams,18,73,1,black,87,TE,77,211,76,80,73,25,72,35,11,72,75,1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Joe,Noteboom,LT_70_Joe_Noteboom,Rams,18,78,0.35,black,70,LT,77,321,55,61,91,31,20,40,13,75,75,4,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0
David,Edwards,LG_67_David_Edwards,Rams,18,77,1,black,67,LG,80,320,60,62,86,39,45,34,11,62,75,4,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Brian,Allen,C_55_Brian_Allen,Rams,18,76,1,blonde,55,C,74,303,57,70,81,23,20,24,10,67,75,2,-1,-1,2,-1,-1,-1,2,0,0,0,0,0,0
Coleman,Shelton,C_65_Coleman_Shelton,Rams,18,74,1,black,65,C,76,299,59,61,80,11,27,28,15,70,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Bobby,Evans,RG_71_Bobby_Evans,Rams,18,69,0.35,brown,71,RG,76,312,65,70,72,17,18,32,10,55,75,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Rob,Havenstein,RT_79_Rob_Havenstein,Rams,18,74,1,black,79,RT,80,330,54,65,84,23,50,13,15,73,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
AJ,Arcuri,RT_61_AJ_Arcuri,Rams,18,72,1,black,61,RT,79,320,53,56,83,11,29,27,13,73,75,4,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Aaron,Donald,DE_99_Aaron_Donald,Rams,18,96,0.35,brown,99,DE,73,280,87,86,99,17,43,102,26,93,75,0,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
A'Shawn,Robinson,DE_94_A'Shawn_Robinson,Rams,18,75,0.35,brown,94,DE,76,330,69,72,83,24,27,73,16,66,75,0,-1,-1,2,-1,-1,-1,5,0,0,0,0,0,0
Mike,Hoecht,DE_96_Mike_Hoecht,Rams,18,68,1,black,96,DE,76,310,64,66,71,25,43,70,17,63,75,1,-1,-1,2,-1,-1,-1,5,0,0,0,0,0,0
Earnest,Brown IV,DE_90_Earnest_Brown IV,Rams,18,70,0.35,brown,90,DE,77,270,74,72,72,12,34,68,29,64,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jonah,Williams,DE_92_Jonah_Williams,Rams,18,68,1,black,92,DE,77,275,66,69,72,27,39,67,28,63,75,1,-1,-1,0,-1,-1,-1,3,0,0,0,0,0,0
Marquise,Copeland,DE_93_Marquise_Copeland,Rams,18,67,0.35,brown,93,DE,74,287,71,75,68,39,35,65,33,62,75,0,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Greg,Gaines,DT_91_Greg_Gaines,Rams,18,73,1,black,91,DT,73,312,73,73,75,7,21,73,19,73,75,1,-1,-1,0,-1,-1,-1,4,0,0,0,0,0,0
Bobby,Brown III,DT_95_Bobby_Brown III,Rams,18,70,0.35,brown,95,DT,76,324,61,66,73,31,40,73,11,72,75,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Elijah,Garcia,DT_69_Elijah_Garcia,Rams,18,70,0.35,brown,69,DT,77,302,79,73,68,12,31,69,24,72,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Bobby,Wagner,LB_45_Bobby_Wagner,Rams,18,90,0.35,black,45,LB,72,240,77,82,90,25,56,95,76,92,75,1,-1,-1,0,-1,-1,-1,7,0,0,0,0,0,0
Ernest,Jones,LB_53_Ernest_Jones,Rams,18,75,0.25,black,53,LB,74,230,85,83,64,23,47,73,51,78,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Leonard,Floyd,LB_54_Leonard_Floyd,Rams,18,80,0.35,brown,54,LB,77,240,81,82,79,26,58,78,54,88,75,0,-1,0,2,-1,-1,-1,0,0,0,0,0,0,0
Justin,Hollins,LB_58_Justin_Hollins,Rams,18,75,0.35,brown,58,LB,72,242,82,81,67,28,51,68,58,75,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Christian,Rozeboom,LB_56_Christian_Rozeboom,Rams,18,72,1,black,56,LB,74,230,83,81,66,20,39,71,40,78,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jake,Hummel,LB_26_Jake_Hummel,Rams,18,77,0.35,brown,26,LB,73,220,85,86,68,14,60,73,58,73,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Chris,Garrett,LB_48_Chris_Garrett,Rams,18,74,0.35,brown,48,LB,76,245,78,87,65,25,60,72,54,72,75,0,-1,-1,1,-1,-1,-1,7,0,0,0,0,0,0
Terrell,Lewis Jr,LB_46_Terrell_Lewis Jr,Rams,18,72,0.35,brown,46,LB,75,253,80,84,64,19,63,72,42,72,75,0,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Daniel,Hardy,LB_44_Daniel_Hardy,Rams,18,70,0.35,brown,44,LB,75,240,68,82,63,19,59,71,54,71,75,0,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Travin,Howard,LB_50_Travin_Howard,Rams,18,72,0.35,black,50,LB,76,231,76,82,62,21,62,71,53,71,75,1,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
Brayden,Thomas,LB_98_Brayden_Thomas,Rams,18,67,0.35,black,98,LB,75,260,71,74,62,29,48,72,37,68,75,1,-1,0,1,-1,-1,-1,1,0,0,0,0,0,0
Anthony,Hines III,LB_57_Anthony_Hines III,Rams,18,68,0.35,brown,57,LB,75,226,78,78,61,17,34,71,34,68,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jalen,Ramsey,CB_5_Jalen_Ramsey,Rams,18,94,0.5,brown,5,CB,73,208,92,92,84,29,93,88,99,99,75,0,-1,-1,2,-1,-1,-1,2,0,0,0,0,0,0
Troy,Hill,CB_2_Troy_Hill,Rams,18,81,0.2,black,2,CB,71,180,89,91,52,32,70,75,80,84,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
David,Long,CB_22_David_Long,Rams,18,75,0.35,black,22,CB,71,196,92,93,56,34,60,63,61,80,75,1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Robert,Rochell,CB_31_Robert_Rochell,Rams,18,74,0.35,black,31,CB,74,195,90,88,63,23,65,65,62,70,75,1,-1,-1,2,-1,-1,-1,4,0,0,0,0,0,0
Grant,Haley,CB_36_Grant_Haley,Rams,18,71,0.35,black,36,CB,69,190,87,86,55,28,68,67,61,68,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Derion,Kendrick,CB_6_Derion_Kendrick,Rams,18,70,0.35,black,6,CB,72,190,83,84,54,30,66,68,63,65,75,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0
Jordan,Fuller,S_4_Jordan_Fuller,Rams,18,78,0.35,black,4,S,74,203,87,92,65,30,61,68,62,92,75,1,-1,-1,2,-1,-1,-1,5,0,0,0,0,0,0
Taylor,Rapp,S_24_Taylor_Rapp,Rams,18,77,0.6,black,24,S,72,208,88,89,63,39,63,77,72,82,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
